"Uniprot_Accession","Uniprot_ID","REACTOME_ID","REACTOME_description"
"Q8CI11","GNL3_MOUSE","R-MMU-6791226","Major pathway of rRNA processing in the nucleolus and cytosol"
"P35980","RL18_MOUSE","R-MMU-6791226","Major pathway of rRNA processing in the nucleolus and cytosol"
"P62852","RS25_MOUSE","R-MMU-6791226","Major pathway of rRNA processing in the nucleolus and cytosol"
"Q9CPR4","RL17_MOUSE","R-MMU-6791226","Major pathway of rRNA processing in the nucleolus and cytosol"
"P62900","RL31_MOUSE","R-MMU-6791226","Major pathway of rRNA processing in the nucleolus and cytosol"
"Q9CXW4","RL11_MOUSE","R-MMU-6791226","Major pathway of rRNA processing in the nucleolus and cytosol"
"P14148","RL7_MOUSE","R-MMU-6791226","Major pathway of rRNA processing in the nucleolus and cytosol"
"Q9DBD5","PELP1_MOUSE","R-MMU-6791226","Major pathway of rRNA processing in the nucleolus and cytosol"
"Q922Q2","RIOK1_MOUSE","R-MMU-6791226","Major pathway of rRNA processing in the nucleolus and cytosol"
"Q9CSH3","RRP44_MOUSE","R-MMU-6791226","Major pathway of rRNA processing in the nucleolus and cytosol"
"P61514","RL37A_MOUSE","R-MMU-6791226","Major pathway of rRNA processing in the nucleolus and cytosol"
"Q6NSQ7","LTV1_MOUSE","R-MMU-6791226","Major pathway of rRNA processing in the nucleolus and cytosol"
"Q7TQK4","EXOS3_MOUSE","R-MMU-6791226","Major pathway of rRNA processing in the nucleolus and cytosol"
"P97452","BOP1_MOUSE","R-MMU-6791226","Major pathway of rRNA processing in the nucleolus and cytosol"
"Q8BJW5","NOL11_MOUSE","R-MMU-6791226","Major pathway of rRNA processing in the nucleolus and cytosol"
"Q9CR57","RL14_MOUSE","R-MMU-6791226","Major pathway of rRNA processing in the nucleolus and cytosol"
"P62889","RL30_MOUSE","R-MMU-6791226","Major pathway of rRNA processing in the nucleolus and cytosol"
"Q6NS46","RRP5_MOUSE","R-MMU-6791226","Major pathway of rRNA processing in the nucleolus and cytosol"
"Q8BGA5","KRR1_MOUSE","R-MMU-6791226","Major pathway of rRNA processing in the nucleolus and cytosol"
"P97351","RS3A_MOUSE","R-MMU-6791226","Major pathway of rRNA processing in the nucleolus and cytosol"
"Q9CY21","BUD23_MOUSE","R-MMU-6791226","Major pathway of rRNA processing in the nucleolus and cytosol"
"Q7TMF2","ERI1_MOUSE","R-MMU-6791226","Major pathway of rRNA processing in the nucleolus and cytosol"
"Q9D0T1","NH2L1_MOUSE","R-MMU-6791226","Major pathway of rRNA processing in the nucleolus and cytosol"
"Q810V0","MPP10_MOUSE","R-MMU-6791226","Major pathway of rRNA processing in the nucleolus and cytosol"
"Q9DAA6","EXOS1_MOUSE","R-MMU-6791226","Major pathway of rRNA processing in the nucleolus and cytosol"
"P62267","RS23_MOUSE","R-MMU-6791226","Major pathway of rRNA processing in the nucleolus and cytosol"
"P61255","RL26_MOUSE","R-MMU-6791226","Major pathway of rRNA processing in the nucleolus and cytosol"
"Q9CRA8","EXOS5_MOUSE","R-MMU-6791226","Major pathway of rRNA processing in the nucleolus and cytosol"
"Q91WM3","U3IP2_MOUSE","R-MMU-6791226","Major pathway of rRNA processing in the nucleolus and cytosol"
"Q9JJT0","RCL1_MOUSE","R-MMU-6791226","Major pathway of rRNA processing in the nucleolus and cytosol"
"P62717","RL18A_MOUSE","R-MMU-6791226","Major pathway of rRNA processing in the nucleolus and cytosol"
"Q9D753","EXOS8_MOUSE","R-MMU-6791226","Major pathway of rRNA processing in the nucleolus and cytosol"
"P97461","RS5_MOUSE","R-MMU-6791226","Major pathway of rRNA processing in the nucleolus and cytosol"
"Q3U821","WDR75_MOUSE","R-MMU-6791226","Major pathway of rRNA processing in the nucleolus and cytosol"
"Q3URQ0","TEX10_MOUSE","R-MMU-6791226","Major pathway of rRNA processing in the nucleolus and cytosol"
"P62892","RL39_MOUSE","R-MMU-6791226","Major pathway of rRNA processing in the nucleolus and cytosol"
"P60867","RS20_MOUSE","R-MMU-6791226","Major pathway of rRNA processing in the nucleolus and cytosol"
"Q9CZJ1","UTP11_MOUSE","R-MMU-6791226","Major pathway of rRNA processing in the nucleolus and cytosol"
"Q3U1G5","I20L2_MOUSE","R-MMU-6791226","Major pathway of rRNA processing in the nucleolus and cytosol"
"P62281","RS11_MOUSE","R-MMU-6791226","Major pathway of rRNA processing in the nucleolus and cytosol"
"Q5SSI6","UTP18_MOUSE","R-MMU-6791226","Major pathway of rRNA processing in the nucleolus and cytosol"
"P62754","RS6_MOUSE","R-MMU-6791226","Major pathway of rRNA processing in the nucleolus and cytosol"
"Q9JJI8","RL38_MOUSE","R-MMU-6791226","Major pathway of rRNA processing in the nucleolus and cytosol"
"Q6ZWV3","RL10_MOUSE","R-MMU-6791226","Major pathway of rRNA processing in the nucleolus and cytosol"
"Q4FZF3","DDX49_MOUSE","R-MMU-6791226","Major pathway of rRNA processing in the nucleolus and cytosol"
"Q9CQH8","RPP14_MOUSE","R-MMU-6791226","Major pathway of rRNA processing in the nucleolus and cytosol"
"Q8BHY2","NOC4L_MOUSE","R-MMU-6791226","Major pathway of rRNA processing in the nucleolus and cytosol"
"Q9CZM2","RL15_MOUSE","R-MMU-6791226","Major pathway of rRNA processing in the nucleolus and cytosol"
"Q9DBR1","XRN2_MOUSE","R-MMU-6791226","Major pathway of rRNA processing in the nucleolus and cytosol"
"Q8R2N2","UTP4_MOUSE","R-MMU-6791226","Major pathway of rRNA processing in the nucleolus and cytosol"
"Q6EJB6","UT14B_MOUSE","R-MMU-6791226","Major pathway of rRNA processing in the nucleolus and cytosol"
"P62264","RS14_MOUSE","R-MMU-6791226","Major pathway of rRNA processing in the nucleolus and cytosol"
"P62908","RS3_MOUSE","R-MMU-6791226","Major pathway of rRNA processing in the nucleolus and cytosol"
"P0CG49","UBB_MOUSE","R-MMU-6791226","Major pathway of rRNA processing in the nucleolus and cytosol"
"Q9Z0H1","WDR46_MOUSE","R-MMU-6791226","Major pathway of rRNA processing in the nucleolus and cytosol"
"Q8R5K4","NOL6_MOUSE","R-MMU-6791226","Major pathway of rRNA processing in the nucleolus and cytosol"
"Q6ZQL4","WDR43_MOUSE","R-MMU-6791226","Major pathway of rRNA processing in the nucleolus and cytosol"
"Q8C4J7","TBL3_MOUSE","R-MMU-6791226","Major pathway of rRNA processing in the nucleolus and cytosol"
"O09167","RL21_MOUSE","R-MMU-6791226","Major pathway of rRNA processing in the nucleolus and cytosol"
"Q3UFY0","RRP36_MOUSE","R-MMU-6791226","Major pathway of rRNA processing in the nucleolus and cytosol"
"Q6ZWV7","RL35_MOUSE","R-MMU-6791226","Major pathway of rRNA processing in the nucleolus and cytosol"
"P62830","RL23_MOUSE","R-MMU-6791226","Major pathway of rRNA processing in the nucleolus and cytosol"
"Q9D7S7","RL22L_MOUSE","R-MMU-6791226","Major pathway of rRNA processing in the nucleolus and cytosol"
"P53026","RL10A_MOUSE","R-MMU-6791226","Major pathway of rRNA processing in the nucleolus and cytosol"
"Q8VBV3","EXOS2_MOUSE","R-MMU-6791226","Major pathway of rRNA processing in the nucleolus and cytosol"
"Q9DBE9","SPB1_MOUSE","R-MMU-6791226","Major pathway of rRNA processing in the nucleolus and cytosol"
"P62702","RS4X_MOUSE","R-MMU-6791226","Major pathway of rRNA processing in the nucleolus and cytosol"
"Q6ZWY3","RS27L_MOUSE","R-MMU-6791226","Major pathway of rRNA processing in the nucleolus and cytosol"
"P47962","RL5_MOUSE","R-MMU-6791226","Major pathway of rRNA processing in the nucleolus and cytosol"
"Q9CPS7","PNO1_MOUSE","R-MMU-6791226","Major pathway of rRNA processing in the nucleolus and cytosol"
"Q8VCY6","UTP6_MOUSE","R-MMU-6791226","Major pathway of rRNA processing in the nucleolus and cytosol"
"P83882","RL36A_MOUSE","R-MMU-6791226","Major pathway of rRNA processing in the nucleolus and cytosol"
"P99027","RLA2_MOUSE","R-MMU-6791226","Major pathway of rRNA processing in the nucleolus and cytosol"
"Q9JHI7","EXOS9_MOUSE","R-MMU-6791226","Major pathway of rRNA processing in the nucleolus and cytosol"
"P62242","RS8_MOUSE","R-MMU-6791226","Major pathway of rRNA processing in the nucleolus and cytosol"
"P62849","RS24_MOUSE","R-MMU-6791226","Major pathway of rRNA processing in the nucleolus and cytosol"
"Q8BHB4","WDR3_MOUSE","R-MMU-6791226","Major pathway of rRNA processing in the nucleolus and cytosol"
"P62270","RS18_MOUSE","R-MMU-6791226","Major pathway of rRNA processing in the nucleolus and cytosol"
"Q9JI13","SAS10_MOUSE","R-MMU-6791226","Major pathway of rRNA processing in the nucleolus and cytosol"
"Q8BP67","RL24_MOUSE","R-MMU-6791226","Major pathway of rRNA processing in the nucleolus and cytosol"
"P62274","RS29_MOUSE","R-MMU-6791226","Major pathway of rRNA processing in the nucleolus and cytosol"
"Q8BU03","PWP2_MOUSE","R-MMU-6791226","Major pathway of rRNA processing in the nucleolus and cytosol"
"Q8BTT6","UTP25_MOUSE","R-MMU-6791226","Major pathway of rRNA processing in the nucleolus and cytosol"
"Q921I9","EXOS4_MOUSE","R-MMU-6791226","Major pathway of rRNA processing in the nucleolus and cytosol"
"P14869","RLA0_MOUSE","R-MMU-6791226","Major pathway of rRNA processing in the nucleolus and cytosol"
"Q8C7V3","UTP15_MOUSE","R-MMU-6791226","Major pathway of rRNA processing in the nucleolus and cytosol"
"P62751","RL23A_MOUSE","R-MMU-6791226","Major pathway of rRNA processing in the nucleolus and cytosol"
"Q9D903","EBP2_MOUSE","R-MMU-6791226","Major pathway of rRNA processing in the nucleolus and cytosol"
"Q6ZWN5","RS9_MOUSE","R-MMU-6791226","Major pathway of rRNA processing in the nucleolus and cytosol"
"P56960","EXOSX_MOUSE","R-MMU-6791226","Major pathway of rRNA processing in the nucleolus and cytosol"
"Q6DFW4","NOP58_MOUSE","R-MMU-6791226","Major pathway of rRNA processing in the nucleolus and cytosol"
"Q6ZWU9","RS27_MOUSE","R-MMU-6791226","Major pathway of rRNA processing in the nucleolus and cytosol"
"Q9JMK2","KC1E_MOUSE","R-MMU-6791226","Major pathway of rRNA processing in the nucleolus and cytosol"
"Q9DBU3","RIOK3_MOUSE","R-MMU-6791226","Major pathway of rRNA processing in the nucleolus and cytosol"
"P51410","RL9_MOUSE","R-MMU-6791226","Major pathway of rRNA processing in the nucleolus and cytosol"
"P27659","RL3_MOUSE","R-MMU-6791226","Major pathway of rRNA processing in the nucleolus and cytosol"
"Q9CZU3","MTREX_MOUSE","R-MMU-6791226","Major pathway of rRNA processing in the nucleolus and cytosol"
"Q8R3N1","NOP14_MOUSE","R-MMU-6791226","Major pathway of rRNA processing in the nucleolus and cytosol"
"P47964","RL36_MOUSE","R-MMU-6791226","Major pathway of rRNA processing in the nucleolus and cytosol"
"P62843","RS15_MOUSE","R-MMU-6791226","Major pathway of rRNA processing in the nucleolus and cytosol"
"P63325","RS10_MOUSE","R-MMU-6791226","Major pathway of rRNA processing in the nucleolus and cytosol"
"Q8VHZ7","IMP4_MOUSE","R-MMU-6791226","Major pathway of rRNA processing in the nucleolus and cytosol"
"Q3TZX8","NOL9_MOUSE","R-MMU-6791226","Major pathway of rRNA processing in the nucleolus and cytosol"
"P35979","RL12_MOUSE","R-MMU-6791226","Major pathway of rRNA processing in the nucleolus and cytosol"
"Q9D1R9","RL34_MOUSE","R-MMU-6791226","Major pathway of rRNA processing in the nucleolus and cytosol"
"P62858","RS28_MOUSE","R-MMU-6791226","Major pathway of rRNA processing in the nucleolus and cytosol"
"Q9D823","RL37_MOUSE","R-MMU-6791226","Major pathway of rRNA processing in the nucleolus and cytosol"
"O55142","RL35A_MOUSE","R-MMU-6791226","Major pathway of rRNA processing in the nucleolus and cytosol"
"O88796","RPP30_MOUSE","R-MMU-6791226","Major pathway of rRNA processing in the nucleolus and cytosol"
"P62245","RS15A_MOUSE","R-MMU-6791226","Major pathway of rRNA processing in the nucleolus and cytosol"
"Q9D6Z1","NOP56_MOUSE","R-MMU-6791226","Major pathway of rRNA processing in the nucleolus and cytosol"
"P25444","RS2_MOUSE","R-MMU-6791226","Major pathway of rRNA processing in the nucleolus and cytosol"
"Q9DC28","KC1D_MOUSE","R-MMU-6791226","Major pathway of rRNA processing in the nucleolus and cytosol"
"Q9EQ61","PESC_MOUSE","R-MMU-6791226","Major pathway of rRNA processing in the nucleolus and cytosol"
"P62911","RL32_MOUSE","R-MMU-6791226","Major pathway of rRNA processing in the nucleolus and cytosol"
"P62984","RL40_MOUSE","R-MMU-6791226","Major pathway of rRNA processing in the nucleolus and cytosol"
"Q9JJA4","WDR12_MOUSE","R-MMU-6791226","Major pathway of rRNA processing in the nucleolus and cytosol"
"Q921Y2","IMP3_MOUSE","R-MMU-6791226","Major pathway of rRNA processing in the nucleolus and cytosol"
"P62301","RS13_MOUSE","R-MMU-6791226","Major pathway of rRNA processing in the nucleolus and cytosol"
"P14131","RS16_MOUSE","R-MMU-6791226","Major pathway of rRNA processing in the nucleolus and cytosol"
"Q8BTW3","EXOS6_MOUSE","R-MMU-6791226","Major pathway of rRNA processing in the nucleolus and cytosol"
"P63276","RS17_MOUSE","R-MMU-6791226","Major pathway of rRNA processing in the nucleolus and cytosol"
"P41105","RL28_MOUSE","R-MMU-6791226","Major pathway of rRNA processing in the nucleolus and cytosol"
"P14115","RL27A_MOUSE","R-MMU-6791226","Major pathway of rRNA processing in the nucleolus and cytosol"
"P47911","RL6_MOUSE","R-MMU-6791226","Major pathway of rRNA processing in the nucleolus and cytosol"
"Q6PAC3","DCA13_MOUSE","R-MMU-6791226","Major pathway of rRNA processing in the nucleolus and cytosol"
"P62918","RL8_MOUSE","R-MMU-6791226","Major pathway of rRNA processing in the nucleolus and cytosol"
"Q9CXK8","NIP7_MOUSE","R-MMU-6791226","Major pathway of rRNA processing in the nucleolus and cytosol"
"Q9CQS5","RIOK2_MOUSE","R-MMU-6791226","Major pathway of rRNA processing in the nucleolus and cytosol"
"Q5SWD9","TSR1_MOUSE","R-MMU-6791226","Major pathway of rRNA processing in the nucleolus and cytosol"
"P62855","RS26_MOUSE","R-MMU-6791226","Major pathway of rRNA processing in the nucleolus and cytosol"
"P47955","RLA1_MOUSE","R-MMU-6791226","Major pathway of rRNA processing in the nucleolus and cytosol"
"P61358","RL27_MOUSE","R-MMU-6791226","Major pathway of rRNA processing in the nucleolus and cytosol"
"Q8BW10","NOB1_MOUSE","R-MMU-6791226","Major pathway of rRNA processing in the nucleolus and cytosol"
"Q8K301","DDX52_MOUSE","R-MMU-6791226","Major pathway of rRNA processing in the nucleolus and cytosol"
"Q91WE3","RPP25_MOUSE","R-MMU-6791226","Major pathway of rRNA processing in the nucleolus and cytosol"
"Q9EP97","SENP3_MOUSE","R-MMU-6791226","Major pathway of rRNA processing in the nucleolus and cytosol"
"P35550","FBRL_MOUSE","R-MMU-6791226","Major pathway of rRNA processing in the nucleolus and cytosol"
"O35473","C1D_MOUSE","R-MMU-6791226","Major pathway of rRNA processing in the nucleolus and cytosol"
"P19253","RL13A_MOUSE","R-MMU-6791226","Major pathway of rRNA processing in the nucleolus and cytosol"
"Q9JIK5","DDX21_MOUSE","R-MMU-6791226","Major pathway of rRNA processing in the nucleolus and cytosol"
"Q640M1","UT14A_MOUSE","R-MMU-6791226","Major pathway of rRNA processing in the nucleolus and cytosol"
"Q9CZX8","RS19_MOUSE","R-MMU-6791226","Major pathway of rRNA processing in the nucleolus and cytosol"
"Q9CTH6","FCF1_MOUSE","R-MMU-6791226","Major pathway of rRNA processing in the nucleolus and cytosol"
"P14206","RSSA_MOUSE","R-MMU-6791226","Major pathway of rRNA processing in the nucleolus and cytosol"
"P47915","RL29_MOUSE","R-MMU-6791226","Major pathway of rRNA processing in the nucleolus and cytosol"
"P62082","RS7_MOUSE","R-MMU-6791226","Major pathway of rRNA processing in the nucleolus and cytosol"
"P86048","RL10L_MOUSE","R-MMU-6791226","Major pathway of rRNA processing in the nucleolus and cytosol"
"P67984","RL22_MOUSE","R-MMU-6791226","Major pathway of rRNA processing in the nucleolus and cytosol"
"Q9D0M0","EXOS7_MOUSE","R-MMU-6791226","Major pathway of rRNA processing in the nucleolus and cytosol"
"Q8R040","RPP21_MOUSE","R-MMU-6791226","Major pathway of rRNA processing in the nucleolus and cytosol"
"P63323","RS12_MOUSE","R-MMU-6791226","Major pathway of rRNA processing in the nucleolus and cytosol"
"Q4VBE8","WDR18_MOUSE","R-MMU-6791226","Major pathway of rRNA processing in the nucleolus and cytosol"
"P47963","RL13_MOUSE","R-MMU-6791226","Major pathway of rRNA processing in the nucleolus and cytosol"
"A2BE28","LAS1L_MOUSE","R-MMU-6791226","Major pathway of rRNA processing in the nucleolus and cytosol"
"O35130","NEP1_MOUSE","R-MMU-6791226","Major pathway of rRNA processing in the nucleolus and cytosol"
"Q80UU2","RPP38_MOUSE","R-MMU-6791226","Major pathway of rRNA processing in the nucleolus and cytosol"
"Q9D1C9","RRP7A_MOUSE","R-MMU-6791226","Major pathway of rRNA processing in the nucleolus and cytosol"
"Q9D8E6","RL4_MOUSE","R-MMU-6791226","Major pathway of rRNA processing in the nucleolus and cytosol"
"Q9D1Q1","MPH6_MOUSE","R-MMU-6791226","Major pathway of rRNA processing in the nucleolus and cytosol"
"Q8R1F9","RPP40_MOUSE","R-MMU-6791226","Major pathway of rRNA processing in the nucleolus and cytosol"
"Q9CQR2","RS21_MOUSE","R-MMU-6791226","Major pathway of rRNA processing in the nucleolus and cytosol"
"O54825","BYST_MOUSE","R-MMU-6791226","Major pathway of rRNA processing in the nucleolus and cytosol"
"P84099","RL19_MOUSE","R-MMU-6791226","Major pathway of rRNA processing in the nucleolus and cytosol"
"P09405","NUCL_MOUSE","R-MMU-6791226","Major pathway of rRNA processing in the nucleolus and cytosol"
"Q9CWX9","DDX47_MOUSE","R-MMU-6791226","Major pathway of rRNA processing in the nucleolus and cytosol"
"Q8K377","LRRT1_MOUSE","R-MMU-6794361","Neurexins and neuroligins"
"D3YZU1","SHAN1_MOUSE","R-MMU-6794361","Neurexins and neuroligins"
"Q9Z2Y3","HOME1_MOUSE","R-MMU-6794361","Neurexins and neuroligins"
"Q69ZK9","NLGN2_MOUSE","R-MMU-6794361","Neurexins and neuroligins"
"Q80XG9","LRRT4_MOUSE","R-MMU-6794361","Neurexins and neuroligins"
"Q8BJ42","DLGP2_MOUSE","R-MMU-6794361","Neurexins and neuroligins"
"Q9QWW1","HOME2_MOUSE","R-MMU-6794361","Neurexins and neuroligins"
"Q9D415","DLGP1_MOUSE","R-MMU-6794361","Neurexins and neuroligins"
"Q9Z2H5","E41L1_MOUSE","R-MMU-6794361","Neurexins and neuroligins"
"Q91XM9","DLG2_MOUSE","R-MMU-6794361","Neurexins and neuroligins"
"B1AZP2","DLGP4_MOUSE","R-MMU-6794361","Neurexins and neuroligins"
"Q9WV92","E41L3_MOUSE","R-MMU-6794361","Neurexins and neuroligins"
"O70589","CSKP_MOUSE","R-MMU-6794361","Neurexins and neuroligins"
"Q80Z38","SHAN2_MOUSE","R-MMU-6794361","Neurexins and neuroligins"
"Q8R3V5","SHLB2_MOUSE","R-MMU-6794361","Neurexins and neuroligins"
"Q3UVX5","GRM5_MOUSE","R-MMU-6794361","Neurexins and neuroligins"
"Q62108","DLG4_MOUSE","R-MMU-6794361","Neurexins and neuroligins"
"P70175","DLG3_MOUSE","R-MMU-6794361","Neurexins and neuroligins"
"O70318","E41L2_MOUSE","R-MMU-6794361","Neurexins and neuroligins"
"Q99JP6","HOME3_MOUSE","R-MMU-6794361","Neurexins and neuroligins"
"Q8BGA3","LRRT2_MOUSE","R-MMU-6794361","Neurexins and neuroligins"
"Q8BGS1","E41L5_MOUSE","R-MMU-6794361","Neurexins and neuroligins"
"E9Q7X7","NRX2A_MOUSE","R-MMU-6794361","Neurexins and neuroligins"
"Q6PFD5","DLGP3_MOUSE","R-MMU-6794361","Neurexins and neuroligins"
"Q9CS84","NRX1A_MOUSE","R-MMU-6794361","Neurexins and neuroligins"
"Q8BYM5","NLGN3_MOUSE","R-MMU-6794361","Neurexins and neuroligins"
"Q99K10","NLGN1_MOUSE","R-MMU-6794361","Neurexins and neuroligins"
"Q8BZ81","LRRT3_MOUSE","R-MMU-6794361","Neurexins and neuroligins"
"Q4ACU6","SHAN3_MOUSE","R-MMU-6794361","Neurexins and neuroligins"
"P97772","GRM1_MOUSE","R-MMU-6794361","Neurexins and neuroligins"
"P48193","EPB41_MOUSE","R-MMU-6794361","Neurexins and neuroligins"
"Q6P9K9","NRX3A_MOUSE","R-MMU-6794361","Neurexins and neuroligins"
"P08775","RPB1_MOUSE","R-MMU-6796648","TP53 Regulates Transcription of DNA Repair Genes"
"P49135","ERCC3_MOUSE","R-MMU-6796648","TP53 Regulates Transcription of DNA Repair Genes"
"Q8BG30","NELFA_MOUSE","R-MMU-6796648","TP53 Regulates Transcription of DNA Repair Genes"
"Q14AX6","CDK12_MOUSE","R-MMU-6796648","TP53 Regulates Transcription of DNA Repair Genes"
"O08856","ELL_MOUSE","R-MMU-6796648","TP53 Regulates Transcription of DNA Repair Genes"
"Q923G2","RPAB3_MOUSE","R-MMU-6796648","TP53 Regulates Transcription of DNA Repair Genes"
"Q9JIB4","TF2H2_MOUSE","R-MMU-6796648","TP53 Regulates Transcription of DNA Repair Genes"
"Q63871","RPAB4_MOUSE","R-MMU-6796648","TP53 Regulates Transcription of DNA Repair Genes"
"Q3THK3","T2FA_MOUSE","R-MMU-6796648","TP53 Regulates Transcription of DNA Repair Genes"
"Q03147","CDK7_MOUSE","R-MMU-6796648","TP53 Regulates Transcription of DNA Repair Genes"
"Q61458","CCNH_MOUSE","R-MMU-6796648","TP53 Regulates Transcription of DNA Repair Genes"
"Q8VD76","TF2H3_MOUSE","R-MMU-6796648","TP53 Regulates Transcription of DNA Repair Genes"
"P62869","ELOB_MOUSE","R-MMU-6796648","TP53 Regulates Transcription of DNA Repair Genes"
"O55201","SPT5H_MOUSE","R-MMU-6796648","TP53 Regulates Transcription of DNA Repair Genes"
"Q8R0A0","T2FB_MOUSE","R-MMU-6796648","TP53 Regulates Transcription of DNA Repair Genes"
"O88874","CCNK_MOUSE","R-MMU-6796648","TP53 Regulates Transcription of DNA Repair Genes"
"P63271","SPT4A_MOUSE","R-MMU-6796648","TP53 Regulates Transcription of DNA Repair Genes"
"P62488","RPB7_MOUSE","R-MMU-6796648","TP53 Regulates Transcription of DNA Repair Genes"
"P10711","TCEA1_MOUSE","R-MMU-6796648","TP53 Regulates Transcription of DNA Repair Genes"
"Q8K2X8","TF2H5_MOUSE","R-MMU-6796648","TP53 Regulates Transcription of DNA Repair Genes"
"Q8CFI7","RPB2_MOUSE","R-MMU-6796648","TP53 Regulates Transcription of DNA Repair Genes"
"Q920B9","SP16H_MOUSE","R-MMU-6796648","TP53 Regulates Transcription of DNA Repair Genes"
"Q922L6","NELFD_MOUSE","R-MMU-6796648","TP53 Regulates Transcription of DNA Repair Genes"
"Q99J95","CDK9_MOUSE","R-MMU-6796648","TP53 Regulates Transcription of DNA Repair Genes"
"Q8CB77","ELOA1_MOUSE","R-MMU-6796648","TP53 Regulates Transcription of DNA Repair Genes"
"P61219","RPAB2_MOUSE","R-MMU-6796648","TP53 Regulates Transcription of DNA Repair Genes"
"O08811","ERCC2_MOUSE","R-MMU-6796648","TP53 Regulates Transcription of DNA Repair Genes"
"Q9D7M8","RPB4_MOUSE","R-MMU-6796648","TP53 Regulates Transcription of DNA Repair Genes"
"Q9DBA9","TF2H1_MOUSE","R-MMU-6796648","TP53 Regulates Transcription of DNA Repair Genes"
"P60898","RPB9_MOUSE","R-MMU-6796648","TP53 Regulates Transcription of DNA Repair Genes"
"O08740","RPB11_MOUSE","R-MMU-6796648","TP53 Regulates Transcription of DNA Repair Genes"
"Q8C4Y3","NELFB_MOUSE","R-MMU-6796648","TP53 Regulates Transcription of DNA Repair Genes"
"Q9QWV9","CCNT1_MOUSE","R-MMU-6796648","TP53 Regulates Transcription of DNA Repair Genes"
"O70422","TF2H4_MOUSE","R-MMU-6796648","TP53 Regulates Transcription of DNA Repair Genes"
"Q08943","SSRP1_MOUSE","R-MMU-6796648","TP53 Regulates Transcription of DNA Repair Genes"
"Q7TSG2","CTDP1_MOUSE","R-MMU-6796648","TP53 Regulates Transcription of DNA Repair Genes"
"P19426","NELFE_MOUSE","R-MMU-6796648","TP53 Regulates Transcription of DNA Repair Genes"
"P51949","MAT1_MOUSE","R-MMU-6796648","TP53 Regulates Transcription of DNA Repair Genes"
"P97760","RPB3_MOUSE","R-MMU-6796648","TP53 Regulates Transcription of DNA Repair Genes"
"P83940","ELOC_MOUSE","R-MMU-6796648","TP53 Regulates Transcription of DNA Repair Genes"
"Q7TQK0","CCNT2_MOUSE","R-MMU-6796648","TP53 Regulates Transcription of DNA Repair Genes"
"Q69ZA1","CDK13_MOUSE","R-MMU-6796648","TP53 Regulates Transcription of DNA Repair Genes"
"Q80UW8","RPAB1_MOUSE","R-MMU-6796648","TP53 Regulates Transcription of DNA Repair Genes"
"P62876","RPAB5_MOUSE","R-MMU-6796648","TP53 Regulates Transcription of DNA Repair Genes"
"O35490","BHMT1_MOUSE","R-MMU-6798163","Choline catabolism"
"Q9DBT9","M2GD_MOUSE","R-MMU-6798163","Choline catabolism"
"Q99LB7","SARDH_MOUSE","R-MMU-6798163","Choline catabolism"
"Q6X893","CTL1_MOUSE","R-MMU-6798163","Choline catabolism"
"Q8BJ64","CHDH_MOUSE","R-MMU-6798163","Choline catabolism"
"Q9DBF1","AL7A1_MOUSE","R-MMU-6798163","Choline catabolism"
"Q3TBT3","STING_MOUSE","R-MMU-6798695","Neutrophil degranulation"
"O88879","APAF_MOUSE","R-MMU-6798695","Neutrophil degranulation"
"O08808","DIAP1_MOUSE","R-MMU-6798695","Neutrophil degranulation"
"O09005","DEGS1_MOUSE","R-MMU-6798695","Neutrophil degranulation"
"Q5NCF2","TPPC1_MOUSE","R-MMU-6798695","Neutrophil degranulation"
"P09528","FRIH_MOUSE","R-MMU-6798695","Neutrophil degranulation"
"O08992","SDCB1_MOUSE","R-MMU-6798695","Neutrophil degranulation"
"Q8VC88","GRAN_MOUSE","R-MMU-6798695","Neutrophil degranulation"
"P63001","RAC1_MOUSE","R-MMU-6798695","Neutrophil degranulation"
"Q61207","SAP_MOUSE","R-MMU-6798695","Neutrophil degranulation"
"Q9QZK7","DOK3_MOUSE","R-MMU-6798695","Neutrophil degranulation"
"Q8R4V1","NFAM1_MOUSE","R-MMU-6798695","Neutrophil degranulation"
"Q6P9J9","ANO6_MOUSE","R-MMU-6798695","Neutrophil degranulation"
"Q7TMR0","PCP_MOUSE","R-MMU-6798695","Neutrophil degranulation"
"P49935","CATH_MOUSE","R-MMU-6798695","Neutrophil degranulation"
"Q60590","A1AG1_MOUSE","R-MMU-6798695","Neutrophil degranulation"
"P97797","SHPS1_MOUSE","R-MMU-6798695","Neutrophil degranulation"
"P31725","S10A9_MOUSE","R-MMU-6798695","Neutrophil degranulation"
"Q9D906","ATG7_MOUSE","R-MMU-6798695","Neutrophil degranulation"
"O88536","FPR2_MOUSE","R-MMU-6798695","Neutrophil degranulation"
"Q8K1K6","SPB10_MOUSE","R-MMU-6798695","Neutrophil degranulation"
"B2RU80","PTPRB_MOUSE","R-MMU-6798695","Neutrophil degranulation"
"O55098","STK10_MOUSE","R-MMU-6798695","Neutrophil degranulation"
"P01887","B2MG_MOUSE","R-MMU-6798695","Neutrophil degranulation"
"P41731","CD63_MOUSE","R-MMU-6798695","Neutrophil degranulation"
"Q8K2Q0","COMD9_MOUSE","R-MMU-6798695","Neutrophil degranulation"
"Q9WV54","ASAH1_MOUSE","R-MMU-6798695","Neutrophil degranulation"
"Q64281","LRB4A_MOUSE","R-MMU-6798695","Neutrophil degranulation"
